year,st_fips,abbrev,name,race_eth,race_cat,opioid_type,opioid_cat,obs_rate,deaths,pop,model_rate
1999,08001,Adams County (CO),Adams County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,121663,0.04
2000,08001,Adams County (CO),Adams County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,124050,0.06
2001,08001,Adams County (CO),Adams County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,127077,0.09
2002,08001,Adams County (CO),Adams County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,129170,0.14
2003,08001,Adams County (CO),Adams County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,129910,0.21000000000000002
2004,08001,Adams County (CO),Adams County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,132446,0.32999999999999996
2005,08001,Adams County (CO),Adams County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,133719,0.51
2006,08001,Adams County (CO),Adams County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,137343,0.7899999999999999
2007,08001,Adams County (CO),Adams County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,140722,1.22
2008,08001,Adams County (CO),Adams County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,144510,1.9
2009,08001,Adams County (CO),Adams County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,148549,1.55
2010,08001,Adams County (CO),Adams County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,151635,1.26
2011,08001,Adams County (CO),Adams County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,154811,1.03
2012,08001,Adams County (CO),Adams County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,159103,0.8400000000000001
2013,08001,Adams County (CO),Adams County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,163603,0.6799999999999999
2014,08001,Adams County (CO),Adams County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,168497,0.55
2015,08001,Adams County (CO),Adams County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,173245,0.8300000000000001
2016,08001,Adams County (CO),Adams County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,177010,1.23
2017,08001,Adams County (CO),Adams County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,179639,1.84
2018,08001,Adams County (CO),Adams County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,183531,2.74
2019,08001,Adams County (CO),Adams County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,186864,4.09
1999,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,223525,0.32
2000,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,223078,0.35
2001,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,219789,0.38
2002,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,213962,0.41000000000000003
2003,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,209118,0.45
2004,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,204643,0.49
2005,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,200181,0.53
2006,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,198094,0.5700000000000001
2007,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,196640,0.62
2008,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,196285,0.6799999999999999
2009,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,197106,0.74
2010,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,196774,0.8
2011,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,196803,0.8700000000000001
2012,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,196501,0.9500000000000001
2013,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,195466,1.03
2014,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,194001,1.12
2015,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,193140,1.22
2016,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,190875,1.32
2017,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,188450,1.44
2018,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,186368,1.56
2019,06001,Alameda County (CA),Alameda County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,185058,1.7
1999,42003,Allegheny County (PA),Allegheny County,nhb,Non-Hispanic Black,poly_opioid,Multiple opioids,NA,NA,162736,0.24000000000000002
